id,employee_id,employee_name_raw,team_raw,department_raw,survey_type,score,mte_score,ars_score,period_date,comments,raw_data,created_at
8548,400,Selin Yilmaz,QA,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284569
8549,400,Selin Yilmaz,QA,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.7,,,2026-06-03,,,2026-06-03 13:27:41.28457
8550,400,Selin Yilmaz,QA,YazÄ±lÄ±m GeliÅŸtirme,stress,1.6,,,2026-06-03,,,2026-06-03 13:27:41.284572
8048,400,Selin Yilmaz,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.07,0.42,2026-06-03,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167165
8551,401,Caner Yildiz,Backend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3,,,2026-06-03,,,2026-06-03 13:27:41.284573
8552,401,Caner Yildiz,Backend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3,,,2026-06-03,,,2026-06-03 13:27:41.284574
8553,401,Caner Yildiz,Backend,YazÄ±lÄ±m GeliÅŸtirme,stress,2.3,,,2026-06-03,,,2026-06-03 13:27:41.284575
8049,401,Caner Yildiz,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.1,0.4,2026-06-03,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167166
8554,402,Zeynep Celik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,2.9,,,2026-06-03,,,2026-06-03 13:27:41.284576
8555,402,Zeynep Celik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284577
8556,402,Zeynep Celik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,2.4,,,2026-06-03,,,2026-06-03 13:27:41.284579
8050,402,Zeynep Celik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,2.8,-0.28,0.56,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167167
8557,403,Burak Sahin,Backend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.7,,,2026-06-03,,,2026-06-03 13:27:41.28458
8558,403,Burak Sahin,Backend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.9,,,2026-06-03,,,2026-06-03 13:27:41.284581
8559,403,Burak Sahin,Backend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.6,,,2026-06-03,,,2026-06-03 13:27:41.284582
8051,403,Burak Sahin,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,2.9,-0.2,0.55,2026-06-03,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167169
8560,404,Emre Kilic,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3,,,2026-06-03,,,2026-06-03 13:27:41.284584
8561,404,Emre Kilic,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284585
8562,404,Emre Kilic,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,2.1,,,2026-06-03,,,2026-06-03 13:27:41.284587
8052,404,Emre Kilic,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.1,0.39,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.16717
8563,405,Gamze Arslan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.6,,,2026-06-03,,,2026-06-03 13:27:41.284588
8564,405,Gamze Arslan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.8,,,2026-06-03,,,2026-06-03 13:27:41.28459
8565,405,Gamze Arslan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,stress,1.8,,,2026-06-03,,,2026-06-03 13:27:41.284591
8053,405,Gamze Arslan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,0.04,0.55,2026-06-03,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167171
8566,406,Onur Polat,Backend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.2,,,2026-06-03,,,2026-06-03 13:27:41.284592
8567,406,Onur Polat,Backend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284594
8568,406,Onur Polat,Backend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.8,,,2026-06-03,,,2026-06-03 13:27:41.284595
8054,406,Onur Polat,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.07,0.48,2026-06-03,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167173
8569,407,Derya Koc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.2,,,2026-06-03,,,2026-06-03 13:27:41.284596
8570,407,Derya Koc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.5,,,2026-06-03,,,2026-06-03 13:27:41.284597
8571,407,Derya Koc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.9,,,2026-06-03,,,2026-06-03 13:27:41.284598
8055,407,Derya Koc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,2.9,-0.21,0.6,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167174
8572,408,Alper Sen,DevOps,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.8,,,2026-06-03,,,2026-06-03 13:27:41.2846
8573,408,Alper Sen,DevOps,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,4,,,2026-06-03,,,2026-06-03 13:27:41.284601
8574,408,Alper Sen,DevOps,YazÄ±lÄ±m GeliÅŸtirme,stress,1.5,,,2026-06-03,,,2026-06-03 13:27:41.284602
8056,408,Alper Sen,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.02,0.44,2026-06-03,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167175
8575,409,Irem Acar,Backend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3,,,2026-06-03,,,2026-06-03 13:27:41.284603
8576,409,Irem Acar,Backend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284604
8577,409,Irem Acar,Backend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.8,,,2026-06-03,,,2026-06-03 13:27:41.284606
8057,409,Irem Acar,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.06,0.44,2026-06-03,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167176
8578,410,Merve Tetik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3,,,2026-06-03,,,2026-06-03 13:27:41.284607
8579,410,Merve Tetik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284608
8580,410,Merve Tetik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,2.1,,,2026-06-03,,,2026-06-03 13:27:41.284609
8058,410,Merve Tetik,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.03,0.47,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167178
8581,411,Cenk Uysal,QA,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.7,,,2026-06-03,,,2026-06-03 13:27:41.28461
8582,411,Cenk Uysal,QA,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.5,,,2026-06-03,,,2026-06-03 13:27:41.284612
8583,411,Cenk Uysal,QA,YazÄ±lÄ±m GeliÅŸtirme,stress,1.6,,,2026-06-03,,,2026-06-03 13:27:41.284613
8059,411,Cenk Uysal,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.1,-0.15,0.54,2026-06-03,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167179
8584,412,Ece Ozkan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284614
8585,412,Ece Ozkan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.8,,,2026-06-03,,,2026-06-03 13:27:41.284615
8586,412,Ece Ozkan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,stress,1.9,,,2026-06-03,,,2026-06-03 13:27:41.284616
8060,412,Ece Ozkan,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.07,0.55,2026-06-03,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167181
8587,413,Ozan Gunes,QA,YazÄ±lÄ±m GeliÅŸtirme,motivation,2.9,,,2026-06-03,,,2026-06-03 13:27:41.284617
8588,413,Ozan Gunes,QA,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,2.7,,,2026-06-03,,,2026-06-03 13:27:41.284618
8589,413,Ozan Gunes,QA,YazÄ±lÄ±m GeliÅŸtirme,stress,2.1,,,2026-06-03,,,2026-06-03 13:27:41.284628
8061,413,Ozan Gunes,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.5,0.07,0.42,2026-06-03,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167182
8590,414,Tolga Erdem,DevOps,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.8,,,2026-06-03,,,2026-06-03 13:27:41.28463
8591,414,Tolga Erdem,DevOps,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.6,,,2026-06-03,,,2026-06-03 13:27:41.284632
8592,414,Tolga Erdem,DevOps,YazÄ±lÄ±m GeliÅŸtirme,stress,1.5,,,2026-06-03,,,2026-06-03 13:27:41.284633
8062,414,Tolga Erdem,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.04,0.4,2026-06-03,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167184
8593,415,Pinar Aksoy,Backend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.2,,,2026-06-03,,,2026-06-03 13:27:41.284635
8594,415,Pinar Aksoy,Backend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3,,,2026-06-03,,,2026-06-03 13:27:41.284636
8595,415,Pinar Aksoy,Backend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.7,,,2026-06-03,,,2026-06-03 13:27:41.284637
8063,415,Pinar Aksoy,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.6,0.1,0.39,2026-06-03,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167186
8596,416,Kerem Tunc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.6,,,2026-06-03,,,2026-06-03 13:27:41.284638
8597,416,Kerem Tunc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.5,,,2026-06-03,,,2026-06-03 13:27:41.28464
8598,416,Kerem Tunc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.5,,,2026-06-03,,,2026-06-03 13:27:41.284641
8064,416,Kerem Tunc,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.06,0.49,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167187
8599,417,Sude Karaca,QA,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284642
8600,417,Sude Karaca,QA,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284643
8601,417,Sude Karaca,QA,YazÄ±lÄ±m GeliÅŸtirme,stress,2.1,,,2026-06-03,,,2026-06-03 13:27:41.284644
8065,417,Sude Karaca,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.4,-0.06,0.49,2026-06-03,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167188
8602,418,Baris Eren,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3,,,2026-06-03,,,2026-06-03 13:27:41.284646
8603,418,Baris Eren,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,2.8,,,2026-06-03,,,2026-06-03 13:27:41.284647
8604,418,Baris Eren,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,2.1,,,2026-06-03,,,2026-06-03 13:27:41.284648
8066,418,Baris Eren,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,2.9,-0.13,0.6,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.16719
8605,419,Melis Vural,DevOps,YazÄ±lÄ±m GeliÅŸtirme,motivation,2.8,,,2026-06-03,,,2026-06-03 13:27:41.28465
8606,419,Melis Vural,DevOps,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284651
8607,419,Melis Vural,DevOps,YazÄ±lÄ±m GeliÅŸtirme,stress,2.2,,,2026-06-03,,,2026-06-03 13:27:41.284653
8067,419,Melis Vural,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.08,0.54,2026-06-03,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167191
8608,420,Yigit Ari,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.7,,,2026-06-03,,,2026-06-03 13:27:41.284654
8609,420,Yigit Ari,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,4,,,2026-06-03,,,2026-06-03 13:27:41.284655
8610,420,Yigit Ari,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.5,,,2026-06-03,,,2026-06-03 13:27:41.284656
8068,420,Yigit Ari,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,0.01,0.48,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167193
8611,421,Asli Cetin,Backend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.2,,,2026-06-03,,,2026-06-03 13:27:41.284657
8612,421,Asli Cetin,Backend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.5,,,2026-06-03,,,2026-06-03 13:27:41.284659
8613,421,Asli Cetin,Backend,YazÄ±lÄ±m GeliÅŸtirme,stress,2.2,,,2026-06-03,,,2026-06-03 13:27:41.28466
8069,421,Asli Cetin,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.3,-0.11,0.51,2026-06-03,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167194
8614,422,Deniz Soylu,Frontend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.2,,,2026-06-03,,,2026-06-03 13:27:41.284661
8615,422,Deniz Soylu,Frontend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284662
8616,422,Deniz Soylu,Frontend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.9,,,2026-06-03,,,2026-06-03 13:27:41.284664
8070,422,Deniz Soylu,Frontend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.7,0.05,0.44,2026-06-03,Frontend ekibinde haftalik nabiz kaydi,"{""team"": ""Frontend"", ""focus"": ""delivery"", ""energy_signal"": ""stable""}",2026-06-03 13:27:41.167196
8617,423,Burcu Isik,QA,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284665
8618,423,Burcu Isik,QA,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284667
8619,423,Burcu Isik,QA,YazÄ±lÄ±m GeliÅŸtirme,stress,2.1,,,2026-06-03,,,2026-06-03 13:27:41.284668
8071,423,Burcu Isik,QA,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.2,-0.05,0.5,2026-06-03,QA ekibinde haftalik nabiz kaydi,"{""team"": ""QA"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167197
8620,424,Kaan Oz,DevOps,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.5,,,2026-06-03,,,2026-06-03 13:27:41.284669
8621,424,Kaan Oz,DevOps,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.7,,,2026-06-03,,,2026-06-03 13:27:41.28467
8622,424,Kaan Oz,DevOps,YazÄ±lÄ±m GeliÅŸtirme,stress,1.7,,,2026-06-03,,,2026-06-03 13:27:41.284672
8072,424,Kaan Oz,DevOps,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.4,0.06,0.52,2026-06-03,DevOps ekibinde haftalik nabiz kaydi,"{""team"": ""DevOps"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167199
8623,425,Naz Yalin,Backend,YazÄ±lÄ±m GeliÅŸtirme,motivation,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284673
8624,425,Naz Yalin,Backend,YazÄ±lÄ±m GeliÅŸtirme,satisfaction,3.4,,,2026-06-03,,,2026-06-03 13:27:41.284674
8625,425,Naz Yalin,Backend,YazÄ±lÄ±m GeliÅŸtirme,stress,1.7,,,2026-06-03,,,2026-06-03 13:27:41.284679
8073,425,Naz Yalin,Backend,YazÄ±lÄ±m GeliÅŸtirme,weekly_pulse,3.1,-0.12,0.53,2026-06-03,Backend ekibinde haftalik nabiz kaydi,"{""team"": ""Backend"", ""focus"": ""delivery"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167201
8626,426,Ali YÄ±lmaz,Marmara,SatÄ±ÅŸ,motivation,3.7,,,2026-06-03,,,2026-06-03 13:27:41.28468
8627,426,Ali YÄ±lmaz,Marmara,SatÄ±ÅŸ,satisfaction,3.6,,,2026-06-03,,,2026-06-03 13:27:41.284682
8628,426,Ali YÄ±lmaz,Marmara,SatÄ±ÅŸ,stress,1.5,,,2026-06-03,,,2026-06-03 13:27:41.284683
8074,426,Ali YÄ±lmaz,Marmara,SatÄ±ÅŸ,weekly_pulse,3.1,-0.17,0.53,2026-06-03,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167202
8629,427,AyÅŸe Demir,Ege,SatÄ±ÅŸ,motivation,3.2,,,2026-06-03,,,2026-06-03 13:27:41.284684
8630,427,AyÅŸe Demir,Ege,SatÄ±ÅŸ,satisfaction,3,,,2026-06-03,,,2026-06-03 13:27:41.284685
8631,427,AyÅŸe Demir,Ege,SatÄ±ÅŸ,stress,1.8,,,2026-06-03,,,2026-06-03 13:27:41.284687
8075,427,AyÅŸe Demir,Ege,SatÄ±ÅŸ,weekly_pulse,3.1,-0.04,0.49,2026-06-03,Ege ekibinde haftalik nabiz kaydi,"{""team"": ""Ege"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167203
8632,428,Mehmet Kaya,Karadeniz,SatÄ±ÅŸ,motivation,3.3,,,2026-06-03,,,2026-06-03 13:27:41.284688
8633,428,Mehmet Kaya,Karadeniz,SatÄ±ÅŸ,satisfaction,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284689
8634,428,Mehmet Kaya,Karadeniz,SatÄ±ÅŸ,stress,1.8,,,2026-06-03,,,2026-06-03 13:27:41.28469
8076,428,Mehmet Kaya,Karadeniz,SatÄ±ÅŸ,weekly_pulse,3,-0.13,0.5,2026-06-03,Karadeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Karadeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167205
8635,429,Fatma Ã‡elik,Marmara,SatÄ±ÅŸ,motivation,3.5,,,2026-06-03,,,2026-06-03 13:27:41.284691
8636,429,Fatma Ã‡elik,Marmara,SatÄ±ÅŸ,satisfaction,3.8,,,2026-06-03,,,2026-06-03 13:27:41.284693
8637,429,Fatma Ã‡elik,Marmara,SatÄ±ÅŸ,stress,1.6,,,2026-06-03,,,2026-06-03 13:27:41.284694
8077,429,Fatma Ã‡elik,Marmara,SatÄ±ÅŸ,weekly_pulse,3.4,0,0.43,2026-06-03,Marmara ekibinde haftalik nabiz kaydi,"{""team"": ""Marmara"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167207
8638,430,Mustafa KoÃ§,Karadeniz,SatÄ±ÅŸ,motivation,2.9,,,2026-06-03,,,2026-06-03 13:27:41.284695
8639,430,Mustafa KoÃ§,Karadeniz,SatÄ±ÅŸ,satisfaction,3.1,,,2026-06-03,,,2026-06-03 13:27:41.284697
8640,430,Mustafa KoÃ§,Karadeniz,SatÄ±ÅŸ,stress,2.5,,,2026-06-03,,,2026-06-03 13:27:41.284698
8078,430,Mustafa KoÃ§,Karadeniz,SatÄ±ÅŸ,weekly_pulse,2.9,-0.1,0.55,2026-06-03,Karadeniz ekibinde haftalik nabiz kaydi,"{""team"": ""Karadeniz"", ""focus"": ""stability"", ""energy_signal"": ""watch""}",2026-06-03 13:27:41.167208
8641,431,Zeynep Åahin,Dogu Anadolu,SatÄ±ÅŸ,motivation,3.8,,,2026-06-03,,,2026-06-03 13:27:41.284699
